distribution,order_size,condition_index,seed,method,completed,distance,optimality_gap,runtime
uniform,15,45,520044,Return,True,118.0,20.408163265306122,8.145812898874283e-05
uniform,15,45,520044,Largest Gap,True,108.0,10.204081632653061,8.345860987901688e-05
uniform,15,45,520044,DQN,True,118.0,20.408163265306122,0.012806584127247334
uniform,15,46,520045,Exact,True,110.0,0.0,0.0006454158574342728
uniform,15,46,520045,S-shape,True,134.0,21.818181818181817,8.749961853027344e-05
uniform,15,46,520045,Return,True,160.0,45.45454545454545,9.3790702521801e-05
uniform,15,46,520045,Largest Gap,True,124.0,12.727272727272727,8.341716602444649e-05
uniform,15,46,520045,DQN,True,160.0,45.45454545454545,0.01740024983882904
uniform,15,47,520046,Exact,True,74.0,0.0,0.0006282092072069645
uniform,15,47,520046,S-shape,True,134.0,81.08108108108108,8.1624835729599e-05
uniform,15,47,520046,Return,True,130.0,75.67567567567568,8.1624835729599e-05
uniform,15,47,520046,Largest Gap,True,94.0,27.027027027027028,8.279085159301758e-05
uniform,15,47,520046,DQN,True,130.0,75.67567567567568,0.014111166819930077
uniform,15,48,520047,Exact,True,106.0,0.0,0.0006415420211851597
uniform,15,48,520047,S-shape,True,134.0,26.41509433962264,8.141715079545975e-05
uniform,15,48,520047,Return,True,184.0,73.58490566037736,8.175009861588478e-05
uniform,15,48,520047,Largest Gap,True,106.0,0.0,8.416594937443733e-05
uniform,15,48,520047,DQN,False,nan,nan,0.027083999942988157
uniform,15,49,520048,Exact,True,102.0,0.0,0.0006281672976911068
uniform,15,49,520048,S-shape,True,108.0,5.88235294117647,8.070934563875198e-05
uniform,15,49,520048,Return,True,144.0,41.17647058823529,8.204206824302673e-05
uniform,15,49,520048,Largest Gap,True,102.0,0.0,8.141715079545975e-05
uniform,15,49,520048,DQN,True,144.0,41.17647058823529,0.015620749909430742
uniform,15,50,520049,Exact,True,104.0,0.0,0.000624166801571846
uniform,15,50,520049,S-shape,True,134.0,28.846153846153843,8.058315142989159e-05
uniform,15,50,520049,Return,True,156.0,50.0,8.074985817074776e-05
uniform,15,50,520049,Largest Gap,True,112.0,7.6923076923076925,8.308282122015953e-05
uniform,15,50,520049,DQN,True,156.0,50.0,0.01690274989232421
uniform,20,1,530000,Exact,True,122.0,0.0,0.0006435839459300041
uniform,20,1,530000,S-shape,True,134.0,9.836065573770492,8.262507617473602e-05
uniform,20,1,530000,Return,True,180.0,47.540983606557376,9.295903146266937e-05
uniform,20,1,530000,Largest Gap,True,126.0,3.278688524590164,8.400017395615578e-05
uniform,20,1,530000,DQN,True,180.0,47.540983606557376,0.019554832950234413
uniform,20,2,530001,Exact,True,112.0,0.0,0.0006364169530570507
uniform,20,2,530001,S-shape,True,134.0,19.642857142857142,8.099991828203201e-05
uniform,20,2,530001,Return,True,162.0,44.642857142857146,8.16667452454567e-05
uniform,20,2,530001,Largest Gap,True,122.0,8.928571428571429,8.370913565158844e-05
uniform,20,2,530001,DQN,False,nan,nan,0.028341165743768215
uniform,20,3,530002,Exact,True,120.0,0.0,0.002113332971930504
uniform,20,3,530002,S-shape,True,134.0,11.666666666666666,0.0003560418263077736
uniform,20,3,530002,Return,True,166.0,38.333333333333336,8.66670161485672e-05
uniform,20,3,530002,Largest Gap,True,130.0,8.333333333333332,8.704094216227531e-05
uniform,20,3,530002,DQN,True,166.0,38.333333333333336,0.02738174982368946
uniform,20,4,530003,Exact,True,126.0,0.0,0.0007677082903683186
uniform,20,4,530003,S-shape,True,134.0,6.349206349206349,9.579211473464966e-05
uniform,20,4,530003,Return,True,164.0,30.158730158730158,8.399970829486847e-05
uniform,20,4,530003,Largest Gap,True,130.0,3.1746031746031744,8.833315223455429e-05
uniform,20,4,530003,DQN,True,164.0,30.158730158730158,0.018284375313669443
uniform,20,5,530004,Exact,True,124.0,0.0,0.0007434580475091934
uniform,20,5,530004,S-shape,True,134.0,8.064516129032258,9.525008499622345e-05
uniform,20,5,530004,Return,True,176.0,41.935483870967744,8.537527173757553e-05
uniform,20,5,530004,Largest Gap,True,136.0,9.67741935483871,8.620787411928177e-05
uniform,20,5,530004,DQN,True,176.0,41.935483870967744,0.019288707990199327
uniform,20,6,530005,Exact,True,114.0,0.0,0.000748916994780302
uniform,20,6,530005,S-shape,True,134.0,17.543859649122805,8.908379822969437e-05
uniform,20,6,530005,Return,True,176.0,54.385964912280706,8.370820432901382e-05
uniform,20,6,530005,Largest Gap,True,116.0,1.7543859649122806,8.762488141655922e-05
uniform,20,6,530005,DQN,True,176.0,54.385964912280706,0.018859082832932472
uniform,20,7,530006,Exact,True,114.0,0.0,0.0006904578767716885
uniform,20,7,530006,S-shape,True,134.0,17.543859649122805,8.654175326228142e-05
uniform,20,7,530006,Return,True,182.0,59.64912280701754,8.129095658659935e-05
uniform,20,7,530006,Largest Gap,True,128.0,12.280701754385964,8.504185825586319e-05
uniform,20,7,530006,DQN,True,182.0,59.64912280701754,0.01942620798945427
uniform,20,8,530007,Exact,True,118.0,0.0,0.0006495839916169643
uniform,20,8,530007,S-shape,True,134.0,13.559322033898304,8.237501606345177e-05
uniform,20,8,530007,Return,True,174.0,47.45762711864407,8.074985817074776e-05
uniform,20,8,530007,Largest Gap,True,156.0,32.20338983050847,8.437503129243851e-05
uniform,20,8,530007,DQN,True,174.0,47.45762711864407,0.018584250006824732
uniform,20,9,530008,Exact,True,114.0,0.0,0.0006559579633176327
uniform,20,9,530008,S-shape,True,134.0,17.543859649122805,8.216686546802521e-05
uniform,20,9,530008,Return,True,150.0,31.57894736842105,8.27503390610218e-05
uniform,20,9,530008,Largest Gap,True,122.0,7.017543859649122,8.54157842695713e-05
uniform,20,9,530008,DQN,True,150.0,31.57894736842105,0.016162124928086996
uniform,20,10,530009,Exact,True,118.0,0.0,0.0006876252591609955
uniform,20,10,530009,S-shape,True,134.0,13.559322033898304,8.333427831530571e-05
uniform,20,10,530009,Return,True,176.0,49.152542372881356,8.029164746403694e-05
uniform,20,10,530009,Largest Gap,True,122.0,3.389830508474576,8.254172280430794e-05
uniform,20,10,530009,DQN,True,176.0,49.152542372881356,0.01847412483766675
uniform,20,11,530010,Exact,True,118.0,0.0,0.0006515420973300934
uniform,20,11,530010,S-shape,True,134.0,13.559322033898304,8.041691035032272e-05
uniform,20,11,530010,Return,True,152.0,28.8135593220339,7.912516593933105e-05
uniform,20,11,530010,Largest Gap,True,130.0,10.16949152542373,8.154194802045822e-05
uniform,20,11,530010,DQN,True,152.0,28.8135593220339,0.015925082843750715
uniform,20,12,530011,Exact,True,122.0,0.0,0.0006507090292870998
uniform,20,12,530011,S-shape,True,134.0,9.836065573770492,8.033402264118195e-05
uniform,20,12,530011,Return,True,148.0,21.311475409836063,8.112471550703049e-05
uniform,20,12,530011,Largest Gap,True,132.0,8.19672131147541,8.429214358329773e-05
uniform,20,12,530011,DQN,True,148.0,21.311475409836063,0.015452957712113857
uniform,20,13,530012,Exact,True,114.0,0.0,0.0006517078727483749
uniform,20,13,530012,S-shape,True,134.0,17.543859649122805,8.004158735275269e-05
uniform,20,13,530012,Return,True,162.0,42.10526315789473,7.995776832103729e-05
uniform,20,13,530012,Largest Gap,True,134.0,17.543859649122805,8.27498733997345e-05
uniform,20,13,530012,DQN,True,162.0,42.10526315789473,0.016900999937206507
uniform,20,14,530013,Exact,True,108.0,0.0,0.0006435420364141464
uniform,20,14,530013,S-shape,True,134.0,24.074074074074073,7.924996316432953e-05
uniform,20,14,530013,Return,True,158.0,46.2962962962963,8.016591891646385e-05
uniform,20,14,530013,Largest Gap,True,110.0,1.8518518518518516,7.99582339823246e-05
uniform,20,14,530013,DQN,True,158.0,46.2962962962963,0.016502750106155872
uniform,20,15,530014,Exact,True,118.0,0.0,0.0006451667286455631
uniform,20,15,530014,S-shape,True,134.0,13.559322033898304,7.958291098475456e-05
uniform,20,15,530014,Return,True,150.0,27.11864406779661,7.987534627318382e-05
uniform,20,15,530014,Largest Gap,True,124.0,5.084745762711865,8.083321154117584e-05
uniform,20,15,530014,DQN,True,150.0,27.11864406779661,0.015630791895091534
uniform,20,16,530015,Exact,True,94.0,0.0,0.0005650832317769527
uniform,20,16,530015,S-shape,True,104.0,10.638297872340425,7.841596379876137e-05
uniform,20,16,530015,Return,True,148.0,57.446808510638306,7.924996316432953e-05
uniform,20,16,530015,Largest Gap,True,94.0,0.0,7.970770820975304e-05
uniform,20,16,530015,DQN,True,148.0,57.446808510638306,0.015414999797940254
uniform,20,17,530016,Exact,True,106.0,0.0,0.0006486251950263977
uniform,20,17,530016,S-shape,True,134.0,26.41509433962264,7.904181256890297e-05
uniform,20,17,530016,Return,True,162.0,52.83018867924528,8.016685023903847e-05
uniform,20,17,530016,Largest Gap,True,130.0,22.641509433962266,8.124997839331627e-05
uniform,20,17,530016,DQN,True,162.0,52.83018867924528,0.016890792176127434
uniform,20,18,530017,Exact,True,122.0,0.0,0.0006476249545812607
uniform,20,18,530017,S-shape,True,134.0,9.836065573770492,7.916707545518875e-05
uniform,20,18,530017,Return,True,164.0,34.42622950819672,8.295802399516106e-05
uniform,20,18,530017,Largest Gap,True,124.0,1.639344262295082,8.100038394331932e-05
uniform,20,18,530017,DQN,True,164.0,34.42622950819672,0.017099959310144186
uniform,20,19,530018,Exact,True,100.0,0.0,0.00058012455701828
uniform,20,19,530018,S-shape,True,130.0,30.0,7.712515071034431e-05
uniform,20,19,530018,Return,True,142.0,42.0,7.837498560547829e-05
uniform,20,19,530018,Largest Gap,True,108.0,8.0,7.970817387104034e-05
uniform,20,19,530018,DQN,True,142.0,42.0,0.014866707846522331
uniform,20,20,530019,Exact,True,122.0,0.0,0.0006479579024016857
uniform,20,20,530019,S-shape,True,134.0,9.836065573770492,7.88751058280468e-05
uniform,20,20,530019,Return,True,176.0,44.26229508196721,7.933378219604492e-05
uniform,20,20,530019,Largest Gap,True,132.0,8.19672131147541,8.095800876617432e-05
uniform,20,20,530019,DQN,True,176.0,44.26229508196721,0.01841074973344803
uniform,20,21,530020,Exact,True,118.0,0.0,0.0006462079472839832
uniform,20,21,530020,S-shape,True,134.0,13.559322033898304,7.908325642347336e-05
uniform,20,21,530020,Return,True,160.0,35.59322033898305,8.016591891646385e-05
uniform,20,21,530020,Largest Gap,True,140.0,18.64406779661017,8.145906031131744e-05
uniform,20,21,530020,DQN,True,160.0,35.59322033898305,0.016717332880944014
uniform,20,22,530021,Exact,True,122.0,0.0,0.0006465408951044083
uniform,20,22,530021,S-shape,True,134.0,9.836065573770492,7.920805364847183e-05
uniform,20,22,530021,Return,True,200.0,63.934426229508205,7.966579869389534e-05
uniform,20,22,530021,Largest Gap,True,134.0,9.836065573770492,8.233310654759407e-05
uniform,20,22,530021,DQN,False,nan,nan,0.026245582848787308
uniform,20,23,530022,Exact,True,112.0,0.0,0.0006607077084481716
uniform,20,23,530022,S-shape,True,134.0,19.642857142857142,7.950002327561378e-05
uniform,20,23,530022,Return,True,160.0,42.857142857142854,8.004205301404e-05
uniform,20,23,530022,Largest Gap,True,130.0,16.071428571428573,8.083414286375046e-05
uniform,20,23,530022,DQN,True,160.0,42.857142857142854,0.01673520775511861
uniform,20,24,530023,Exact,True,120.0,0.0,0.0006505418568849564
uniform,20,24,530023,S-shape,True,134.0,11.666666666666666,8.191633969545364e-05
uniform,20,24,530023,Return,True,182.0,51.66666666666667,8.037500083446503e-05
uniform,20,24,530023,Largest Gap,True,128.0,6.666666666666667,8.141715079545975e-05
uniform,20,24,530023,DQN,True,182.0,51.66666666666667,0.01904141716659069
uniform,20,25,530024,Exact,True,104.0,0.0,0.0006381669081747532
uniform,20,25,530024,S-shape,True,134.0,28.846153846153843,7.958291098475456e-05
uniform,20,25,530024,Return,True,156.0,50.0,7.9374760389328e-05
uniform,20,25,530024,Largest Gap,True,104.0,0.0,7.987488061189651e-05
uniform,20,25,530024,DQN,False,nan,nan,0.026446540839970112
uniform,20,26,530025,Exact,True,120.0,0.0,0.0006464999169111252
uniform,20,26,530025,S-shape,True,134.0,11.666666666666666,7.820781320333481e-05
uniform,20,26,530025,Return,True,190.0,58.333333333333336,7.962528616189957e-05
uniform,20,26,530025,Largest Gap,True,126.0,5.0,8.108280599117279e-05
uniform,20,26,530025,DQN,False,nan,nan,0.02621416701003909
uniform,20,27,530026,Exact,True,128.0,0.0,0.0006610420532524586
uniform,20,27,530026,S-shape,True,134.0,4.6875,7.916707545518875e-05
uniform,20,27,530026,Return,True,174.0,35.9375,8.008303120732307e-05
uniform,20,27,530026,Largest Gap,True,138.0,7.8125,8.145812898874283e-05
uniform,20,27,530026,DQN,True,174.0,35.9375,0.01824616687372327
uniform,20,28,530027,Exact,True,120.0,0.0,0.00064120814204216
uniform,20,28,530027,S-shape,True,134.0,11.666666666666666,7.887464016675949e-05
uniform,20,28,530027,Return,True,160.0,33.33333333333333,7.962482050061226e-05
uniform,20,28,530027,Largest Gap,True,132.0,10.0,8.200015872716904e-05
uniform,20,28,530027,DQN,True,160.0,33.33333333333333,0.016772333066910505
uniform,20,29,530028,Exact,True,124.0,0.0,0.0006442908197641373
uniform,20,29,530028,S-shape,True,134.0,8.064516129032258,8.904188871383667e-05
uniform,20,29,530028,Return,True,188.0,51.61290322580645,7.920805364847183e-05
uniform,20,29,530028,Largest Gap,True,128.0,3.225806451612903,8.095800876617432e-05
uniform,20,29,530028,DQN,True,188.0,51.61290322580645,0.01978562492877245
uniform,20,30,530029,Exact,True,108.0,0.0,0.00062962481752038
uniform,20,30,530029,S-shape,True,134.0,24.074074074074073,7.854169234633446e-05
uniform,20,30,530029,Return,True,182.0,68.51851851851852,8.079223334789276e-05
uniform,20,30,530029,Largest Gap,True,120.0,11.11111111111111,8.10837373137474e-05
uniform,20,30,530029,DQN,False,nan,nan,0.0262753339484334
uniform,20,31,530030,Exact,True,130.0,0.0,0.0006529581733047962
uniform,20,31,530030,S-shape,True,134.0,3.076923076923077,7.933378219604492e-05
uniform,20,31,530030,Return,True,176.0,35.38461538461539,7.920898497104645e-05
uniform,20,31,530030,Largest Gap,True,134.0,3.076923076923077,8.141715079545975e-05
uniform,20,31,530030,DQN,True,176.0,35.38461538461539,0.018465999979525805
uniform,20,32,530031,Exact,True,118.0,0.0,0.000633500050753355
uniform,20,32,530031,S-shape,True,134.0,13.559322033898304,7.88751058280468e-05
uniform,20,32,530031,Return,True,176.0,49.152542372881356,8.024973794817924e-05
uniform,20,32,530031,Largest Gap,True,130.0,10.16949152542373,8.066603913903236e-05
uniform,20,32,530031,DQN,True,176.0,49.152542372881356,0.018489167094230652
uniform,20,33,530032,Exact,True,124.0,0.0,0.0006352919153869152
uniform,20,33,530032,S-shape,True,134.0,8.064516129032258,7.975008338689804e-05
uniform,20,33,530032,Return,True,176.0,41.935483870967744,8.045928552746773e-05
uniform,20,33,530032,Largest Gap,True,140.0,12.903225806451612,8.120806887745857e-05
uniform,20,33,530032,DQN,True,176.0,41.935483870967744,0.018457666039466858
uniform,20,34,530033,Exact,True,118.0,0.0,0.0006332909688353539
uniform,20,34,530033,S-shape,True,134.0,13.559322033898304,7.874984294176102e-05
uniform,20,34,530033,Return,True,156.0,32.20338983050847,7.995776832103729e-05
uniform,20,34,530033,Largest Gap,True,130.0,10.16949152542373,8.124997839331627e-05
uniform,20,34,530033,DQN,True,156.0,32.20338983050847,0.0164144579321146
uniform,20,35,530034,Exact,True,112.0,0.0,0.0006512496620416641
uniform,20,35,530034,S-shape,True,134.0,19.642857142857142,7.88751058280468e-05
uniform,20,35,530034,Return,True,172.0,53.57142857142857,7.920758798718452e-05
uniform,20,35,530034,Largest Gap,True,116.0,3.571428571428571,8.104229345917702e-05
uniform,20,35,530034,DQN,True,172.0,53.57142857142857,0.018070083111524582
uniform,20,36,530035,Exact,True,114.0,0.0,0.0006510419771075249
uniform,20,36,530035,S-shape,True,134.0,17.543859649122805,7.899990305304527e-05
uniform,20,36,530035,Return,True,160.0,40.35087719298245,8.062459528446198e-05
uniform,20,36,530035,Largest Gap,True,124.0,8.771929824561402,8.1624835729599e-05
uniform,20,36,530035,DQN,True,160.0,40.35087719298245,0.016804332844913006
uniform,20,37,530036,Exact,True,132.0,0.0,0.0006418749690055847
uniform,20,37,530036,S-shape,True,134.0,1.5151515151515151,7.941620424389839e-05
uniform,20,37,530036,Return,True,188.0,42.42424242424242,8.108280599117279e-05
uniform,20,37,530036,Largest Gap,True,138.0,4.545454545454546,8.16667452454567e-05
uniform,20,37,530036,DQN,True,188.0,42.42424242424242,0.019777291920036077
uniform,20,38,530037,Exact,True,108.0,0.0,0.0006461660377681255
uniform,20,38,530037,S-shape,True,134.0,24.074074074074073,7.99582339823246e-05
uniform,20,38,530037,Return,True,166.0,53.70370370370371,8.104182779788971e-05
uniform,20,38,530037,Largest Gap,True,114.0,5.555555555555555,8.15410166978836e-05
uniform,20,38,530037,DQN,True,166.0,53.70370370370371,0.01741599990054965
uniform,20,39,530038,Exact,True,122.0,0.0,0.0006385417655110359
uniform,20,39,530038,S-shape,True,134.0,9.836065573770492,8.070794865489006e-05
uniform,20,39,530038,Return,True,160.0,31.147540983606557,8.070934563875198e-05
uniform,20,39,530038,Largest Gap,True,128.0,4.918032786885246,8.079176768660545e-05
uniform,20,39,530038,DQN,True,160.0,31.147540983606557,0.01682720798999071
uniform,20,40,530039,Exact,True,94.0,0.0,0.000642125029116869
uniform,20,40,530039,S-shape,True,134.0,42.5531914893617,7.925042882561684e-05
uniform,20,40,530039,Return,True,166.0,76.59574468085107,7.999967783689499e-05
uniform,20,40,530039,Largest Gap,True,104.0,10.638297872340425,8.120806887745857e-05
uniform,20,40,530039,DQN,False,nan,nan,0.026202334091067314
uniform,20,41,530040,Exact,True,118.0,0.0,0.0006556250154972076
uniform,20,41,530040,S-shape,True,134.0,13.559322033898304,7.979199290275574e-05
uniform,20,41,530040,Return,True,156.0,32.20338983050847,8.058315142989159e-05
uniform,20,41,530040,Largest Gap,True,132.0,11.864406779661017,8.324999362230301e-05
uniform,20,41,530040,DQN,True,156.0,32.20338983050847,0.016379292123019695
uniform,20,42,530041,Exact,True,114.0,0.0,0.0006501250900328159
uniform,20,42,530041,S-shape,True,134.0,17.543859649122805,7.879221811890602e-05
uniform,20,42,530041,Return,True,170.0,49.122807017543856,8.312519639730453e-05
uniform,20,42,530041,Largest Gap,True,120.0,5.263157894736842,8.112471550703049e-05
uniform,20,42,530041,DQN,True,170.0,49.122807017543856,0.01788050029426813
uniform,20,43,530042,Exact,True,118.0,0.0,0.0006525833159685135
uniform,20,43,530042,S-shape,True,134.0,13.559322033898304,7.88751058280468e-05
uniform,20,43,530042,Return,True,180.0,52.54237288135594,9.50843095779419e-05
uniform,20,43,530042,Largest Gap,True,122.0,3.389830508474576,8.120806887745857e-05
uniform,20,43,530042,DQN,True,180.0,52.54237288135594,0.01899545779451728
uniform,20,44,530043,Exact,True,116.0,0.0,0.0006545828655362129
uniform,20,44,530043,S-shape,True,134.0,15.517241379310345,7.912470027804375e-05
uniform,20,44,530043,Return,True,172.0,48.275862068965516,7.89170153439045e-05
uniform,20,44,530043,Largest Gap,True,120.0,3.4482758620689653,8.033309131860733e-05
uniform,20,44,530043,DQN,True,172.0,48.275862068965516,0.018022750038653612
uniform,20,45,530044,Exact,True,110.0,0.0,0.0006381249986588955
uniform,20,45,530044,S-shape,True,134.0,21.818181818181817,7.841689512133598e-05
uniform,20,45,530044,Return,True,176.0,60.0,7.987488061189651e-05
uniform,20,45,530044,Largest Gap,True,116.0,5.454545454545454,8.00001434981823e-05
uniform,20,45,530044,DQN,True,176.0,60.0,0.018556249793618917
uniform,20,46,530045,Exact,True,112.0,0.0,0.0006375419907271862
uniform,20,46,530045,S-shape,True,134.0,19.642857142857142,7.82911665737629e-05
uniform,20,46,530045,Return,True,188.0,67.85714285714286,7.975008338689804e-05
uniform,20,46,530045,Largest Gap,True,116.0,3.571428571428571,8.020875975489616e-05
uniform,20,46,530045,DQN,True,188.0,67.85714285714286,0.019746500067412853
uniform,20,47,530046,Exact,True,100.0,0.0,0.0007112082093954086
uniform,20,47,530046,S-shape,True,134.0,34.0,8.420925587415695e-05
uniform,20,47,530046,Return,True,148.0,48.0,8.095800876617432e-05
uniform,20,47,530046,Largest Gap,True,108.0,8.0,8.191587403416634e-05
uniform,20,47,530046,DQN,True,148.0,48.0,0.016210709232836962
uniform,20,48,530047,Exact,True,106.0,0.0,0.0007635420188307762
uniform,20,48,530047,S-shape,True,134.0,26.41509433962264,0.00010879198089241982
uniform,20,48,530047,Return,True,150.0,41.509433962264154,8.579203858971596e-05
uniform,20,48,530047,Largest Gap,True,116.0,9.433962264150944,8.704187348484993e-05
uniform,20,48,530047,DQN,True,150.0,41.509433962264154,0.01671695802360773
uniform,20,49,530048,Exact,True,98.0,0.0,0.00075879180803895
uniform,20,49,530048,S-shape,True,134.0,36.734693877551024,9.50000248849392e-05
uniform,20,49,530048,Return,True,180.0,83.6734693877551,8.5500068962574e-05
uniform,20,49,530048,Largest Gap,True,114.0,16.3265306122449,8.345907554030418e-05
uniform,20,49,530048,DQN,True,184.0,87.75510204081633,0.02025812491774559
uniform,20,50,530049,Exact,True,118.0,0.0,0.0007394999265670776
uniform,20,50,530049,S-shape,True,134.0,13.559322033898304,8.562486618757248e-05
uniform,20,50,530049,Return,True,162.0,37.28813559322034,8.416734635829926e-05
uniform,20,50,530049,Largest Gap,True,128.0,8.47457627118644,9.82498750090599e-05
uniform,20,50,530049,DQN,True,162.0,37.28813559322034,0.017540249973535538
clustered,5,1,540000,Exact,True,56.0,0.0,0.0004520001821219921
clustered,5,1,540000,S-shape,True,74.0,32.142857142857146,8.029211312532425e-05
clustered,5,1,540000,Return,True,82.0,46.42857142857143,9.091617539525032e-05
clustered,5,1,540000,Largest Gap,True,58.0,3.571428571428571,7.679173722863197e-05
clustered,5,1,540000,DQN,True,82.0,46.42857142857143,0.008654250297695398
clustered,5,2,540001,Exact,True,44.0,0.0,0.00033516576513648033
clustered,5,2,540001,S-shape,True,66.0,50.0,7.920805364847183e-05
clustered,5,2,540001,Return,True,76.0,72.72727272727273,7.633399218320847e-05
clustered,5,2,540001,Largest Gap,True,50.0,13.636363636363635,7.800012826919556e-05
clustered,5,2,540001,DQN,False,nan,nan,0.02626525005325675
clustered,5,3,540002,Exact,True,46.0,0.0,0.0002659172751009464
clustered,5,3,540002,S-shape,True,62.0,34.78260869565217,7.858267053961754e-05
clustered,5,3,540002,Return,True,56.0,21.73913043478261,7.641687989234924e-05
clustered,5,3,540002,Largest Gap,True,48.0,4.3478260869565215,7.895799353718758e-05
clustered,5,3,540002,DQN,False,nan,nan,0.0261162081733346
clustered,5,4,540003,Exact,True,40.0,0.0,0.000263832975178957
clustered,5,4,540003,S-shape,True,62.0,55.00000000000001,7.879221811890602e-05
clustered,5,4,540003,Return,True,68.0,70.0,7.687509059906006e-05
clustered,5,4,540003,Largest Gap,True,42.0,5.0,7.7834352850914e-05
clustered,5,4,540003,DQN,False,nan,nan,0.02633662521839142
clustered,5,5,540004,Exact,True,44.0,0.0,0.0002587907947599888
clustered,5,5,540004,S-shape,True,62.0,40.909090909090914,8.445931598544121e-05
clustered,5,5,540004,Return,True,56.0,27.27272727272727,8.00001434981823e-05
clustered,5,5,540004,Largest Gap,True,50.0,13.636363636363635,7.691606879234314e-05
clustered,5,5,540004,DQN,False,nan,nan,0.02612012531608343
clustered,5,6,540005,Exact,True,40.0,0.0,0.00025129178538918495
clustered,5,6,540005,S-shape,True,62.0,55.00000000000001,7.975008338689804e-05
clustered,5,6,540005,Return,True,62.0,55.00000000000001,7.66669400036335e-05
clustered,5,6,540005,Largest Gap,True,44.0,10.0,8.262507617473602e-05
clustered,5,6,540005,DQN,False,nan,nan,0.026128292083740234
clustered,5,7,540006,Exact,True,40.0,0.0,0.00025416724383831024
clustered,5,7,540006,S-shape,True,62.0,55.00000000000001,7.754191756248474e-05
clustered,5,7,540006,Return,True,48.0,20.0,7.625017315149307e-05
clustered,5,7,540006,Largest Gap,True,40.0,0.0,7.66669400036335e-05
clustered,5,7,540006,DQN,True,48.0,20.0,0.005066750105470419
clustered,5,8,540007,Exact,True,40.0,0.0,0.0003048330545425415
clustered,5,8,540007,S-shape,True,40.0,0.0,7.808301597833633e-05
clustered,5,8,540007,Return,True,50.0,25.0,7.570767775177956e-05
clustered,5,8,540007,Largest Gap,True,40.0,0.0,7.420871406793594e-05
clustered,5,8,540007,DQN,False,nan,nan,0.026171457953751087
clustered,5,9,540008,Exact,True,44.0,0.0,0.000377042219042778
clustered,5,9,540008,S-shape,True,44.0,0.0,7.679220288991928e-05
clustered,5,9,540008,Return,True,44.0,0.0,7.60830007493496e-05
clustered,5,9,540008,Largest Gap,True,44.0,0.0,7.412489503622055e-05
clustered,5,9,540008,DQN,True,44.0,0.0,0.004641250241547823
clustered,5,10,540009,Exact,True,36.0,0.0,0.00025949999690055847
clustered,5,10,540009,S-shape,True,36.0,0.0,7.812539115548134e-05
clustered,5,10,540009,Return,True,52.0,44.44444444444444,7.575005292892456e-05
clustered,5,10,540009,Largest Gap,True,36.0,0.0,7.449975237250328e-05
clustered,5,10,540009,DQN,False,nan,nan,0.026311540976166725
clustered,5,11,540010,Exact,True,52.0,0.0,0.0005299998447299004
clustered,5,11,540010,S-shape,True,52.0,0.0,7.912516593933105e-05
clustered,5,11,540010,Return,True,62.0,19.230769230769234,7.704133167862892e-05
clustered,5,11,540010,Largest Gap,True,52.0,0.0,7.587485015392303e-05
clustered,5,11,540010,DQN,True,62.0,19.230769230769234,0.006555167026817799
clustered,5,12,540011,Exact,True,50.0,0.0,0.00038499990478157997
clustered,5,12,540011,S-shape,True,70.0,40.0,7.899990305304527e-05
clustered,5,12,540011,Return,True,82.0,64.0,7.654214277863503e-05
clustered,5,12,540011,Largest Gap,True,50.0,0.0,7.679173722863197e-05
clustered,5,12,540011,DQN,False,nan,nan,0.026248000096529722
clustered,5,13,540012,Exact,True,58.0,0.0,0.0005282917991280556
clustered,5,13,540012,S-shape,True,78.0,34.48275862068966,7.750000804662704e-05
clustered,5,13,540012,Return,True,64.0,10.344827586206897,7.670791819691658e-05
clustered,5,13,540012,Largest Gap,True,62.0,6.896551724137931,7.637497037649155e-05
clustered,5,13,540012,DQN,True,64.0,10.344827586206897,0.006749916821718216
clustered,5,14,540013,Exact,True,38.0,0.0,0.0002603749744594097
clustered,5,14,540013,S-shape,True,62.0,63.1578947368421,7.845927029848099e-05
clustered,5,14,540013,Return,True,58.0,52.63157894736842,7.620779797434807e-05
clustered,5,14,540013,Largest Gap,True,40.0,5.263157894736842,7.65831209719181e-05
clustered,5,14,540013,DQN,False,nan,nan,0.026166957803070545
clustered,5,15,540014,Exact,True,62.0,0.0,0.0005912501364946365
clustered,5,15,540014,S-shape,True,82.0,32.25806451612903,7.762480527162552e-05
clustered,5,15,540014,Return,True,76.0,22.58064516129032,7.687509059906006e-05
clustered,5,15,540014,Largest Gap,True,62.0,0.0,7.633306086063385e-05
clustered,5,15,540014,DQN,True,76.0,22.58064516129032,0.007966333068907261
clustered,5,16,540015,Exact,True,66.0,0.0,0.0005720839835703373
clustered,5,16,540015,S-shape,True,82.0,24.242424242424242,7.970817387104034e-05
clustered,5,16,540015,Return,True,78.0,18.181818181818183,8.158339187502861e-05
clustered,5,16,540015,Largest Gap,True,72.0,9.090909090909092,7.704179733991623e-05
clustered,5,16,540015,DQN,True,78.0,18.181818181818183,0.008193625137209892
clustered,5,17,540016,Exact,True,36.0,0.0,0.0002348748967051506
clustered,5,17,540016,S-shape,True,36.0,0.0,7.758289575576782e-05
clustered,5,17,540016,Return,True,42.0,16.666666666666664,7.575005292892456e-05
clustered,5,17,540016,Largest Gap,True,36.0,0.0,7.65826553106308e-05
clustered,5,17,540016,DQN,False,nan,nan,0.026122665964066982
